Title,Author,Genre,Rating_Average,Rating_Counts,Description,Page_Numbers,ISBN,Language,Published_Year,Cover_URL,Book_Link
Brief Answers to the Big Questions,Stephen Hawking,"Science, Miscellanea, Science, miscellanea",4.28,25.0,No description available,256,6051719091,pol,2014,https://covers.openlibrary.org/b/id/8815165-L.jpg,https://openlibrary.org/works/OL19552275W
The letters of Vita Sackville-West to Virginia Woolfe,Vita Sackville-West,"Correspondence, Lesbian authors, English Women authors",4.3333335,3.0,No description available,463,1573441368,eng,1984,https://covers.openlibrary.org/b/id/7102881-L.jpg,https://openlibrary.org/works/OL1347349W
Henri Matisse,Henri Matisse,"collectionID:EarlyArt, Books and reading, Catalogs",,,"This is the black dancer, Josephine Baker, queen of the Roaring 20s and 30s famous for appearing on stage wearing nothing but a belt of bananas.",71,9781856485111,eng,1920,https://covers.openlibrary.org/b/id/1025777-L.jpg,https://openlibrary.org/works/OL1227094W
Duineser Elegien,Rainer Maria Rilke,"Translations into English, German poetry, German Elegiac poetry",5.0,1.0,No description available,111,9780865475465,eng,1923,https://covers.openlibrary.org/b/id/6492433-L.jpg,https://openlibrary.org/works/OL3801010W
In the garden of beasts,Erik Larson,"New York Times bestseller, Social conditions, Biography",3.4,20.0,No description available,481,1471200884,fre,2011,https://covers.openlibrary.org/b/id/6754403-L.jpg,https://openlibrary.org/works/OL15738124W
BRAIDING SWEETGRASS,Robin Wall Kimmerer,"Botany, Ecology, Potawatomi Indians",4.6153846,13.0,No description available,409,9781799983163,eng,2013,https://covers.openlibrary.org/b/id/7281575-L.jpg,https://openlibrary.org/works/OL16819897W
Alexander Hamilton,Ron Chernow,"Politics and government, Biography, Statesmen",4.6363635,11.0,No description available,832,9780147501554,eng,2004,https://covers.openlibrary.org/b/id/8261375-L.jpg,https://openlibrary.org/works/OL2665176W
Persepolis,Marjane Satrapi,"Comic books, strips, etc., Emigration and immigration -- Psychological aspects, Families",4.327273,55.0,No description available,341,9782844146762,eng,2000,https://covers.openlibrary.org/b/id/12648921-L.jpg,https://openlibrary.org/works/OL5735175W
Squanto,Clyde Robert Bulla,"Canada, Juvenile fiction, Indians of North America",3.1666667,6.0,THE Indian boy lay hidden in the tall grass.,112,9780590339377,eng,1954,https://covers.openlibrary.org/b/id/7958873-L.jpg,https://openlibrary.org/works/OL12641W
Introduction to psychology,Dennis Coon,"Psychology, Textbooks, Psychology textbooks",4.25,4.0,No description available,687,9780314473493,eng,1977,https://covers.openlibrary.org/b/id/364838-L.jpg,https://openlibrary.org/works/OL90589W
Killing for Company,Brian Masters,"Sex crimes, Serial murders, Gay murderers",4.857143,7.0,No description available,352,0224021842,eng,1985,https://covers.openlibrary.org/b/id/280676-L.jpg,https://openlibrary.org/works/OL3636266W
Bossypants,Tina Fey,"biography, autobiography, comedy",3.631579,19.0,No description available,276,9780316175869,eng,2011,https://covers.openlibrary.org/b/id/6717606-L.jpg,https://openlibrary.org/works/OL15703704W
Pictures from Italy,Charles Dickens,"Social life and customs, English Novelists, Description and travel",4.0,1.0,"IF the readers of this volume will be so kind as to take their credentials for the different places which are the subject of its author's reminiscences, from the Author himself, perhaps they may visit them, in fancy, the more agreeably, and with a better understanding of what they are to expect.",252,0786552190,eng,1846,https://covers.openlibrary.org/b/id/9280483-L.jpg,https://openlibrary.org/works/OL14869503W
An Astronauts Guide to Life on Earth,Chris Hadfield,"Space flight, Conduct of life, Astronauts",4.0,18.0,The windows of a spaceship casually frame miracles.,304,8466655557,eng,2013,https://covers.openlibrary.org/b/id/7459498-L.jpg,https://openlibrary.org/works/OL17378277W
How to Be an Antiracist,Ibram X. Kendi,"Biography, antiracism, psychological aspects",4.3103447,29.0,No description available,320,2379351104,eng,2019,https://covers.openlibrary.org/b/id/12355529-L.jpg,https://openlibrary.org/works/OL20086330W
Saint Thomas Aquinas,Gilbert Keith Chesterton,"Thomas, aquinas, saint, 1225?-1274, Criticism and interpretation, 19th century",3.0,2.0,"LET me at once anticipate comment by answering to the name of that notorious character, who rushes in where even the Angels of the Angelic Doctor might fear to tread.",159,9781545017128,ita,1933,https://covers.openlibrary.org/b/id/9256946-L.jpg,https://openlibrary.org/works/OL76412W
Reading Lolita in Tehran,Azar Nafisi,"Sociology, Professeurs d'anglais, Femmes",3.5714285,14.0,No description available,379,0375504907,heb,2003,https://covers.openlibrary.org/b/id/227873-L.jpg,https://openlibrary.org/works/OL5959824W
Hollywood Babylon,Kenneth Anger,"Biography, History, Motion picture actors and actresses",5.0,2.0,"WHITE ELEPHANTS-the God of Hollywood wanted white elephants, and white elephants he got-eight of 'em, plaster mammoths perched on mega-mushroom pedestals, lording it over the colossal court of Belshazzar, the pasteboard Babylon built beside the dusty tin-lizzie trail called Sunset Boulevard.",292,9780440153252,eng,1959,https://covers.openlibrary.org/b/id/280229-L.jpg,https://openlibrary.org/works/OL5360006W
Hackers,Steven Levy,"Computer programming, Electronic digital computers, Programming",4.0434785,23.0,No description available,456,9781449388393,eng,1984,https://covers.openlibrary.org/b/id/106396-L.jpg,https://openlibrary.org/works/OL804638W
Zlatin dnevnik,Zlata Filipović,"Children and war, Diaries, Bosnian Personal narratives",5.0,1.0,"Behind me-a long, hot summer and the happy days of summer holidays; ahead of me-a new school year.",200,9578829086,chi,1993,https://covers.openlibrary.org/b/id/3899848-L.jpg,https://openlibrary.org/works/OL3029795W
The Journals of Sylvia Plath,Ted Hughes,"American Poets, Biography, Diaries",,,No description available,370,3492227783,eng,1982,https://covers.openlibrary.org/b/id/8222248-L.jpg,https://openlibrary.org/works/OL1865540W
Lady sings the blues,Billie Holiday,"Jazz, Zangeressen, Correspondence, reminiscences",4.3333335,3.0,No description available,203,0380004917,eng,1956,https://covers.openlibrary.org/b/id/93864-L.jpg,https://openlibrary.org/works/OL5603902W
Small sacrifices,Ann Rule,"Murder, Trials (Murder), Case studies",4.4,10.0,"gency room doctor; his assessment of patient's needs is deft. In his late thirties, married, and the father of young children, he had worked full-time in the ER for eight years.",494,0751535567,eng,1987,https://covers.openlibrary.org/b/id/291624-L.jpg,https://openlibrary.org/works/OL892130W
Mountains Beyond Mountains,Tracy Kidder,"Poor, Physicians, Human rights",4.3,10.0,"Six years after the fact, Dr. Paul Edward Farmer reminded me, ""We met because of a beheading, of all things.""",332,8494645331,spa,2003,https://covers.openlibrary.org/b/id/606360-L.jpg,https://openlibrary.org/works/OL98216W
