Title,Author,Genre,Rating_Average,Rating_Counts,Description,Page_Numbers,ISBN,Language,Published_Year,Cover_URL,Book_Link
The Lost World,Arthur Conan Doyle,"Adventure stories, Atlantis, Dinosaurs",4.0454545,44.0,"MR. HUNGERTON, her father, really was the most tactless person upon earth-a fluffy, feathery, untidy cockatoo of a man, perfectly good-natured, but absolutely centred upon his own silly self.",238,1082819492,eng,1900,https://covers.openlibrary.org/b/id/8231444-L.jpg,https://openlibrary.org/works/OL262460W
Sons and Lovers,D. H. Lawrence,"Fiction, England in fiction, Working class families",4.5,10.0,"""The Bottoms"" succeeded to ""Hell Row.""",491,0521242762,eng,1913,https://covers.openlibrary.org/b/id/8246175-L.jpg,https://openlibrary.org/works/OL81295W
Far from the Madding Crowd,Thomas Hardy,"Fiction, Romance, Historical, Women farmers, fiction, Farm life, fiction",3.6842105,19.0,No description available,424,052156767X,swe,1874,https://covers.openlibrary.org/b/id/902038-L.jpg,https://openlibrary.org/works/OL44995W
The Legend of Sleepy Hollow,Washington Irving,"Fiction, Ghosts, History",4.125,24.0,No description available,39,9781521970638,ukr,1820,https://covers.openlibrary.org/b/id/8243083-L.jpg,https://openlibrary.org/works/OL63985W
The Magician's Nephew,C. S. Lewis,"Fantasy, Juvenile fiction, Cartoons and comics",4.047619,105.0,This is a story about something that happened long ago when your grandfather was a child.,186,0613930142,eng,1955,https://covers.openlibrary.org/b/id/1072931-L.jpg,https://openlibrary.org/works/OL71042W
Der Steppenwolf,Hermann Hesse,"Fiction, Life, Western Civilization",3.9642856,56.0,The day had gone by just as days go by.,224,9788420674292,eng,1927,https://covers.openlibrary.org/b/id/3221083-L.jpg,https://openlibrary.org/works/OL872773W
Memoirs of Fanny Hill,John Cleland,"Fiction, Prostitutes, English Erotic stories",3.4,5.0,I sit down to give you an undeniable proof of my considering your desires as indispensible orders: ungracious then as the task may be.,221,1986755312,eng,1749,https://covers.openlibrary.org/b/id/12947584-L.jpg,https://openlibrary.org/works/OL848436W
Appointment with Death,Agatha Christie,"Belgians, Belgians in fiction, Fiction",3.5714285,14.0,"""YOU do see, don't you, that she's go to be killed?""",224,9781572705234,eng,1938,https://covers.openlibrary.org/b/id/14561660-L.jpg,https://openlibrary.org/works/OL471667W
The Godfather,Mario Puzo,"Detective and mystery stories, Organized crime, Criminals",4.195122,41.0,"Amerigo Bonasera sat in New York Criminal Court Number 3 and waited for justice; vengeance on the men who had so cruelly hurt his daughter, who had tried to dishonor her.",450,0449234088,eng,1969,https://covers.openlibrary.org/b/id/6507069-L.jpg,https://openlibrary.org/works/OL1673205W
The Time Machine,H. G. Wells,"Self-experimentation in medicine in fiction, Fiction, Time travel in fiction",3.957627,118.0,THE TIME TRAVELLER (for so it will be convenient to speak of him) was expounding a recondite matter to us.,120,1435318080,eng,1895,https://covers.openlibrary.org/b/id/9009316-L.jpg,https://openlibrary.org/works/OL52267W
Murder in Mesopotamia,Agatha Christie,"Fiction, Hercule Poirot (Fictitious character), Private investigators",4.214286,14.0,IN the hall of the Tigris Palace Hotel in Baghdad a hospital nurse was finishing a letter.,248,0061715344,rum,1936,https://covers.openlibrary.org/b/id/12855104-L.jpg,https://openlibrary.org/works/OL472572W
La père Goriot,Honoré de Balzac,"Fiction, France in fiction, Older men in fiction",4.1666665,12.0,"Mme. Vauquer (nee de Conflans) is an elderly person, who for the past forty years has kept a lodging-house in the Rue Nueve-Sainte- Genevieve, in the district that lies between the Latin Quarter and the Faubourg Saint-Marcel.",304,9781549686771,ita,1800,https://covers.openlibrary.org/b/id/8237944-L.jpg,https://openlibrary.org/works/OL85047W
Ulysses,James Joyce,"Married people, Male friendship, Fiction",3.375,16.0,"Stately, plump Buck Mulligan came from the stairhead, bearing a bowl of lather on which a mirror and a razor lay crossed.",736,9798848908312,eng,1914,https://covers.openlibrary.org/b/id/13136548-L.jpg,https://openlibrary.org/works/OL86318W
His Last Bow [8 stories],Arthur Conan Doyle,"short stories, Detective and mystery fiction, Fiction",4.137931,29.0,I find it recorded in my notebook that it was a bleak and windy day towards the end of March in the year 1892.,236,9798774492824,jpn,1917,https://covers.openlibrary.org/b/id/8243267-L.jpg,https://openlibrary.org/works/OL262452W
Poirot investigates,Agatha Christie,"Hercule Poirot (Fictitious character), Private investigators, Chief Inspector Japp (Fictitious character)",4.25,16.0,I was standing at the window of Poirot's rooms looking out idly on the street below.,192,0061002879,eng,1924,https://covers.openlibrary.org/b/id/13670505-L.jpg,https://openlibrary.org/works/OL471940W
The Pickwick Papers,Charles Dickens,"Fiction, Men, Societies and clubs",3.1666667,6.0,"The first ray of light which illumines the gloom, and converts into a dazzling brilliancy that obscurity in which the earlier history of the public career of the immortal Pickwick would appear to be involved, is derived from the perusal of the following entry in the Transactions of the Pickwick Club, which the editor of these papers feels the highest pleasure in laying before his readers, as a proof of the careful attention, indefatigable assiduity, and nice discrimination, with which his search among the multifarious documents confided to him has been conducted.",749,9781556858383,eng,1800,https://covers.openlibrary.org/b/id/13130696-L.jpg,https://openlibrary.org/works/OL8763776W
The Marvelous Land of Oz,L. Frank Baum,"Children's stories, American, Juvenile fiction, Translations into Russian",3.3333333,18.0,"IN the Country of the Gillikins, which is at the North of the Land of Oz, lived a youth called Tip.",176,9781694960580,eng,1904,https://covers.openlibrary.org/b/id/12648656-L.jpg,https://openlibrary.org/works/OL18396W
Cards on the Table,Agatha Christie,"Fiction, Hercule Poirot (Fictitious character), Private investigators",3.875,16.0,"""MY dear Monsieur Poirot!"" It was a soft purring voice used deliberately as an instrument-nothing impulsive or unpremeditated about it.",226,9788427285262,eng,1936,https://covers.openlibrary.org/b/id/6469172-L.jpg,https://openlibrary.org/works/OL471637W
Lady Susan,Jane Austen,"Fiction, Facsimiles, Mate selection",3.1818182,11.0,No description available,100,9798543410578,eng,1925,https://covers.openlibrary.org/b/id/12641526-L.jpg,https://openlibrary.org/works/OL66614W
Cranford,Elizabeth Cleghorn Gaskell,"Fiction, Older women, Villages",4.0,11.0,"IN the first place, Cranford is in possession of the Amazons; all the holders of houses above a certain rent are women.",244,0192815318,eng,1853,https://covers.openlibrary.org/b/id/5188445-L.jpg,https://openlibrary.org/works/OL1103093W
The Prince and the Pauper,Mark Twain,"Readers, Fiction, Poor",3.7894738,38.0,No description available,256,9781097943814,eng,1881,https://covers.openlibrary.org/b/id/8221267-L.jpg,https://openlibrary.org/works/OL53994W
The Woman in White,Wilkie Collins,"Fiction, mystery & detective, general",4.05,20.0,It was the last day of July.,574,0809599244,eng,1860,https://covers.openlibrary.org/b/id/4684227-L.jpg,https://openlibrary.org/works/OL176045W
Whose Body?,Dorothy L. Sayers,"Mystery, Detectives, Lord Wimsey, Peter (Fictitious character)",4.25,28.0,"Oh, damn!"" said Lord Peter Wimsey at Piccadilly Circus.",212,1793252874,rus,1923,https://covers.openlibrary.org/b/id/8311819-L.jpg,https://openlibrary.org/works/OL2234917W
Good wives,Louisa May Alcott,"Soeurs, Femmes mariées, Fiction",4.2,10.0,"IN ORDER THAT we may start fresh and go to Meg's wedding with free minds, it will be well to begin with a little gossip about the Marches.",320,9781780943268,eng,1870,https://covers.openlibrary.org/b/id/12147640-L.jpg,https://openlibrary.org/works/OL16894032W
4:50 from Paddington,Agatha Christie,"Fiction, Mystery, Jane Marple (Fictitious character)",3.9166667,24.0,Mrs. McGillicuddy panted along the platform in the wake of the porter carrying her suitcase.,253,9780671457624,eng,1957,https://covers.openlibrary.org/b/id/13151352-L.jpg,https://openlibrary.org/works/OL471500W
Genji monogatari,Murasaki Shikibu,"Classic Literature, Concordances, Fiction",4.0,8.0,"Among the women in the palace of the Emperor was one named Kiritsubo (Paulownia Court), who though only an Imperial Concubine enjoyed the Emperor's undivided affection.",302,9784062521017,eng,1900,https://covers.openlibrary.org/b/id/6614001-L.jpg,https://openlibrary.org/works/OL2564006W
The Club of Queer Trades,Gilbert Keith Chesterton,"English Detective and mystery stories, Classic Literature, Fiction",3.2307692,13.0,"Rabelais, or his wild illustrator Gustave Dore, must have had something to do with the designing of the things called flats in England and America.",131,9783734013508,ita,1900,https://covers.openlibrary.org/b/id/8242288-L.jpg,https://openlibrary.org/works/OL76325W
Women in Love,D. H. Lawrence,"Romance, Classic Literature, Male friendship",3.5789473,19.0,"Ursula and Gudrun Brangwen sat one morning in the window-bay of their father's house in Beldover, working and talking.",540,9780521007092,eng,1877,https://covers.openlibrary.org/b/id/13140934-L.jpg,https://openlibrary.org/works/OL81294W
Curtain,Agatha Christie,"Fiction, Hercule Poirot (Fictitious character), Private investigators",4.3125,16.0,WHO is there who has not felt a sudden startled pang at reliving an old experience or feeling an old emotion?,232,000614599X,eng,1975,https://covers.openlibrary.org/b/id/12387503-L.jpg,https://openlibrary.org/works/OL472470W
The Portrait of a Lady,Henry James,"Social life and customs, Manners and customs, Fiction",3.909091,22.0,No description available,608,0192505092,eng,1881,https://covers.openlibrary.org/b/id/3352367-L.jpg,https://openlibrary.org/works/OL276365W
A Connecticut Yankee in King Arthur's Court,Mark Twain,"Time travel, Fiction, Arthurian romances",3.7333333,15.0,"""CAMELOT-CAMELOT,"" said I to myself.",397,114269383X,eng,1889,https://covers.openlibrary.org/b/id/9168732-L.jpg,https://openlibrary.org/works/OL54031W
The Secret Adversary,Agatha Christie,"Classic Literature, English language, Fiction",3.7878788,33.0,"IT was 2 p.m. on the afternoon of May 7, 1915.",272,9781484054376,eng,1922,https://covers.openlibrary.org/b/id/14590159-L.jpg,https://openlibrary.org/works/OL471789W
Babbitt,Sinclair Lewis,"Fiction, Businessmen, Middle-aged men",3.7777777,9.0,"The towers of Zenith aspired above the morning mist; austere towers of steel and cement and limestone, sturdy as cliffs and delicate as silver rods.",384,9781985057777,eng,1922,https://covers.openlibrary.org/b/id/6376827-L.jpg,https://openlibrary.org/works/OL51148W
Мы,Евгений Иванович Замятин,"Literature: Texts, Untranslated Fiction - General, Literature - Classics / Criticism",4.02439,41.0,"I shall simply copy, word for word, the proclamation that appeared today in the One State Gazette: The building of the Integral will be completed in one hundred and twenty days.",224,9781101066805,srp,1924,https://covers.openlibrary.org/b/id/5484189-L.jpg,https://openlibrary.org/works/OL10215W
Works (Awakening / Beyond the Bayou / Desiree's Baby / Kiss / Locket / Ma'ame Pelagie / Pair of Silk Stockings / Reflection / Respectable Woman),Kate Chopin,"impulse, responsibility, short story",1.5,2.0,"A green and yellow parrot, which hung in a cage outside the door, kept repeating over and over: ""Allez vous-en! Allez vous-en! Sapristi! That's all right!""",212,1974903524,chi,1981,https://covers.openlibrary.org/b/id/11513625-L.jpg,https://openlibrary.org/works/OL65438W
Rebecca,Daphne du Maurier,"Married women, Cornwall (England : County), Remarriage",4.1555557,45.0,Last night I dreamt I went to Manderley again.,399,0380778556,eng,1938,https://covers.openlibrary.org/b/id/8238729-L.jpg,https://openlibrary.org/works/OL36633W
My Ántonia,Willa Cather,"Literature, Frontier and pioneer life, Czech Americans",3.9,20.0,I FIRST HEARD of Antonia on what seemed to me an interminable journey across the great midland plain of North America.,264,1593080247,eng,1818,https://covers.openlibrary.org/b/id/8369013-L.jpg,https://openlibrary.org/works/OL12791W
The Red Pony,John Steinbeck,"Horses, Horse, Open Library Staff Picks",3.2222223,9.0,No description available,120,9780785918288,per,1933,https://covers.openlibrary.org/b/id/9278181-L.jpg,https://openlibrary.org/works/OL23197W
The Murders in the Rue Morgue,Edgar Allan Poe,"Murder, Fiction, American Detective and mystery stories",4.25,20.0,"The mental features discoursed of as the analytical, are, in themselves, but little susceptible of analysis.",42,9781536829006,eng,1841,https://covers.openlibrary.org/b/id/11774455-L.jpg,https://openlibrary.org/works/OL41072W
The House of the Seven Gables,Nathaniel Hawthorne,"Fiction, Haunted houses in fiction, Haunted houses",3.5,6.0,"HALFWAY DOWN A bystreet of one of our New England towns stands a rusty wooden house, with seven acutely peaked gables, facing towards various points of the compass, and a huge, clustered chimney in the midst.",322,1426452446,eng,1851,https://covers.openlibrary.org/b/id/8241487-L.jpg,https://openlibrary.org/works/OL455663W
The Pearl,John Steinbeck,"American fiction (fictional works by one author), Open Library Staff Picks, Avaricia",3.5294118,51.0,Kino awakened in the near dark.,118,9780141368979,ger,1945,https://covers.openlibrary.org/b/id/2523104-L.jpg,https://openlibrary.org/works/OL7966118W
The water-babies: a fairy tale for a land-baby,Charles Kingsley,"Chimney sweeps, Fiction, Fairy tales",4.2222223,9.0,"ONCE upon a time there was a little chimney-sweep, and his was Tom.",272,9780140868623,eng,1863,https://covers.openlibrary.org/b/id/6062095-L.jpg,https://openlibrary.org/works/OL1130038W
The War of the Worlds,H. G. Wells,"Imaginary wars and battles, Juvenile fiction, Space warfare",3.8051949,154.0,"No one would have believed in the last years of the nineteenth century that this world was being watched keenly and closely by intelligences greater than man's yet as mortal as his own; that as men busied themselves about their various concerns they were scrutinised and studied, perhaps almost as narrowly as a man with a microscope might scrutinise the transient creatures that swarm and multiply in a drop of water.",206,3611033812,eng,0,https://covers.openlibrary.org/b/id/36314-L.jpg,https://openlibrary.org/works/OL52114W
